vault_id,id,title,description,filename,type,src_url,date
579,18447866,"Beach Princess","What a beach! Bikini Clovis, suggested by Heresy!",queenofthebeach.png,image_file,https://www.patreon.com/posts/beach-princess-18447866,2018-04-27T19:49:27.000+00:00
580,18465394,"Scarf Nuzzle","Natani, Keith, and scarf suggested by Vatruvius!",cuddlescarf.png,image_file,https://www.patreon.com/posts/scarf-nuzzle-18465394,2018-04-28T18:37:59.000+00:00
581,18483125,Streamception,"Stream within a stream, suggested by DarthKeidran!",streamsession.png,image_file,https://www.patreon.com/posts/streamception-18483125,2018-04-29T17:54:51.000+00:00
582,18504395,"Beach Princess"," #1 Vote for April, suggested by Heresy!<p>What a beach!</p>",queenofthebeach_color.png,image_file,https://www.patreon.com/posts/beach-princess-18504395,2018-04-30T16:26:44.000+00:00
583,18535314,"Scarf Nuzzle","#2 Vote for April, suggested by Vatruvius!",cuddle_color.png,image_file,https://www.patreon.com/posts/scarf-nuzzle-18535314,2018-05-01T18:58:53.000+00:00
584,18562470,"Western Attire 2","#3 Vote for April, suggested by SCPilot, MrEase, And Kryp7ic!<p>Adelaide's squires help them blend in.</p>",westernattire2_color.png,image_file,https://www.patreon.com/posts/western-attire-2-18562470,2018-05-02T19:56:52.000+00:00
585,18585431,"Women's Bath","#4 vote for April, suggested by Pretorian!<p>Raine's having some difficulty keeping her eyes to herself.</p>",marenrainebath_color.png,image_file,https://www.patreon.com/posts/womens-bath-18585431,2018-05-03T20:04:31.000+00:00
586,18603839,"Western Attire","#5 and final vote for the month of April, suggested by DarthKeidran and Kav2k!<p>Keith's mom dresses to impress!</p><p>I suppose this is a fitting end to Western Basitin month! lol Thank you to all patrons who participated and contributed sketch ideas and votes for April!</p>",westernoutfit_color.png,image_file,https://www.patreon.com/posts/western-attire-18603839,2018-05-04T16:54:51.000+00:00
587,18626339,"Breakroom Banter","Nora Card, sponsored by <strong>MarshallMelon</strong>!<p>A ""behind the scenes"" look at the production of a scene in Twokinds, Chapter 19! Apparently, the only thing that isn't CGI is, ironically, the giant dragon.</p><p>Lucky for Euchre's actor, he got to appear a few pages later!</p>",breakroombanter_dialogue.png,image_file,https://www.patreon.com/posts/breakroom-banter-18626339,2018-05-05T20:37:42.000+00:00
588,18642834,"A Basitin Christmas Story","Nora Card, sponsored by <strong>amenon</strong>!<p>What's this? Christmas in May? Why not! Christmas all the time! The continued AU adventures of Natani and Zen adopted by Adelaide, started <a href=""https://www.patreon.com/posts/bedtime-story-7700006"">here</a>.</p><p><a href=""https://www.patreon.com/posts/basitin-story-16960524"">Original sketch</a> suggested by Dadrobit!</p>",basitinchristmasstory.png,image_file,https://www.patreon.com/posts/basitin-story-18642834,2018-05-06T18:17:28.000+00:00
589,18663944,"Kid Keith and Puptani","Sequel to <a href=""https://www.patreon.com/posts/ruff-sparring-17423419"">Ruff Sparring</a>! Suggested by TheStooge!",puppytani.png,image_file,https://www.patreon.com/posts/kid-keith-and-18663944,2018-05-07T18:30:29.000+00:00
590,18686747,"Freefall Swap","Two brown wolves - <a href=""http://freefall.purrsia.com/"" rel=""nofollow noopener"" target=""_blank"">Florence Ambrose from Freefall</a> and Natani - swap bodies, suggested by TorqueEmUp!",freefallswap.png,image_file,https://www.patreon.com/posts/freefall-swap-18686747,2018-05-08T20:00:47.000+00:00
591,18710396,"Snooping Security","Natani finds a way to project Youngtani into the real world to guard the door from any lurkers, suggested by Sarandiel!",snooping.png,image_file,https://www.patreon.com/posts/snooping-18710396,2018-05-09T21:57:02.000+00:00
592,18727306,"Special Coffee","Made with love... and other ingredients. Now Landen can see colors, even in a monochrome sketch! Suggested by Terra The Wizard!",specialcoffee.png,image_file,https://www.patreon.com/posts/special-coffee-18727306,2018-05-10T18:30:11.000+00:00
593,18746663,"Women's Bath 2","Sequel to <a href=""https://www.patreon.com/posts/womens-bath-18585431"">Women's Bath</a>, suggested by FennexTheFox!<p>Seems like Raine considers them a big deal.</p>",womensbath2.png,image_file,https://www.patreon.com/posts/womens-bath-2-18746663,2018-05-11T18:32:01.000+00:00
594,18768444,"Maeve's Tavern Basitin","No one escapes Maddie's watchful eye in Maeve's tavern. Suggested by Menke!<p>A continuation of <a href=""https://www.patreon.com/posts/older-maeve-11537353"">Older Maeve</a>.</p>",BasitinBouncer.png,image_file,https://www.patreon.com/posts/maeves-tavern-18768444,2018-05-12T21:51:20.000+00:00
595,18780939,"Keith's Pillow","A Keith version of <a href=""https://www.patreon.com/posts/natanis-pillow-11894946"">Natani's Pillow</a> suggested by Kryp7ic! With added 'features' courtesy of Natani.<p><br></p><p>400th sketch!</p>",bodypillow.png,image_file,https://www.patreon.com/posts/keiths-pillow-18780939,2018-05-13T17:08:05.000+00:00
596,18803790,"Special Eyes","Keith's eyes are no longer just yellow dots, suggested by TJK20!",specialeyes.png,image_file,https://www.patreon.com/posts/special-eyes-18803790,2018-05-14T19:25:33.000+00:00
597,18825384,"Goth Kat","Kathrin tries a different look, suggested by UnsteddyPhoenix!",gothkathrin.png,image_file,https://www.patreon.com/posts/goth-kat-18825384,2018-05-15T19:08:22.000+00:00
598,18845467,"Another Baby","Adelaide considers embiggening her family, suggested by BluePhantom90!",anotherbaby.png,image_file,https://www.patreon.com/posts/another-baby-18845467,2018-05-16T17:36:42.000+00:00
599,18865300,"Motivational Poster","Lucky for Zen, he can't read. Suggested by CrRAR!",motivationalposter.png,image_file,https://www.patreon.com/posts/motivational-18865300,2018-05-17T16:50:50.000+00:00
600,18884140,Aurora,"Zen and Kat enjoy the cool night air, suggested by SiliconCarbide!",aurora.png,image_file,https://www.patreon.com/posts/aurora-18884140,2018-05-18T15:36:23.000+00:00
601,18904770,"Krystal Natani","Natani, dressed in the outfit of Starfox's Krystal, suggested by EbonnyFrostwood!",krystalnatani.png,image_file,https://www.patreon.com/posts/krystal-natani-18904770,2018-05-19T18:35:23.000+00:00
602,18921841,"Crown of Golden Flowers","Adelaide &amp; Madelyn, spending the day relaxing together, suggested by Kinipshun!",flowercrown.png,image_file,https://www.patreon.com/posts/crown-of-golden-18921841,2018-05-20T18:32:40.000+00:00
603,18942994,"Bunny Girls","Laura and Raine dressed as bunnies, suggested by Hunter117x!",bunnygirls.png,image_file,https://www.patreon.com/posts/bunny-girls-18942994,2018-05-21T18:44:05.000+00:00
604,18949131,"Shopping for New Parts","Raine and Kathrin shopping for Zen, suggested by ItsActuallyKopyKat!",shoppingforparts.png,image_file,https://www.patreon.com/posts/shopping-for-new-18949131,2018-05-22T16:01:00.000+00:00
605,18949561,"No Need For Pillows","Keith and Natani snuggle, suggested by Thomas!",nouseforpillows.png,image_file,https://www.patreon.com/posts/no-need-for-18949561,2018-05-23T16:00:59.000+00:00
606,18949626,"Tiger Trace Sheet","<p>Character sheet for Trace's tiger form, suggested by Azuma!</p>",tigertracecharactersheet.png,image_file,https://www.patreon.com/posts/tiger-trace-18949626,2018-05-24T16:01:00.000+00:00
607,18949665,"Adira Poses","Adira poses for a certain pervy painter, suggested by SomeOtherTom!",adiraposing.png,image_file,https://www.patreon.com/posts/adira-poses-18949665,2018-05-25T16:00:59.000+00:00
608,18949681,"Suddenly Beards!","Beards! Suddenly! Suggested by Bearflipstable!",suddenlybeards.png,image_file,https://www.patreon.com/posts/suddenly-beards-18949681,2018-05-26T16:01:00.000+00:00
609,18949707,"Fetch Instinct","Raine and Red play frisbee in the park, suggested by Kamaro12!",fetchinstinct.png,image_file,https://www.patreon.com/posts/fetch-instinct-18949707,2018-05-27T16:00:59.000+00:00
610,18949726,"Mean Girls","The tigeresses from chapter 18, suggested by Warhawk!",meangirls.png,image_file,https://www.patreon.com/posts/mean-girls-18949726,2018-05-28T16:00:59.000+00:00
611,19111275,Subtleseed,"Keith gifts Natani a subtleseed crystal, suggested by ElvenHunter84!",subtleseed.png,image_file,https://www.patreon.com/posts/subtleseed-19111275,2018-05-29T21:27:17.000+00:00
612,19129243,"The Breakout","Nora Card, sponsored by <strong>Marshallmelon</strong>!<p>Euchre breaks Mary and Raine out of Templar captivity, now in color. Original sketch suggested by Ordithus.</p><p>Original Sketch: <a href=""https://www.patreon.com/posts/breakout-14532517"">https://www.patreon.com/posts/breakout-14532517</a></p>",breakout_text.png,image_file,https://www.patreon.com/posts/breakout-19129243,2018-05-30T18:11:48.000+00:00
613,19164456,"Lean On You","Nora Card, sponsored by <strong>amenon</strong>!<p>Early morning camping. Natani leans on Keith. Original sketch suggestion by Sunfish43!</p><p>Original sketch: <a href=""https://www.patreon.com/posts/lean-on-you-16547845"">https://www.patreon.com/posts/lean-on-you-16547845</a></p>",fakesleep_tentless.png,image_file,https://www.patreon.com/posts/lean-on-you-19164456,2018-06-01T02:19:43.000+00:00
614,19224026,"Colin Boop","Nora Card, sponsored by <strong>iliar</strong>!<p>Sam and Colin, characters from a future project in the works. <a href=""https://www.patreon.com/posts/colin-boop-15663343"">Original sketch</a> suggested by ElvenHunter84.</p>",colinboopv3.png,image_file,https://www.patreon.com/posts/colin-boop-19224026,2018-06-03T19:15:14.000+00:00
615,19248140,Subtleseed,"#1 color vote for May!<p>Keith gifts Natani a subtleseed crystal, suggested by ElvenHunter84!</p><p>I actually ended up redoing the coloring on this one after the stream. The original, day version is attached as well.</p>",subtleseed_color.png,image_file,https://www.patreon.com/posts/subtleseed-19248140,2018-06-04T20:57:13.000+00:00
616,19267498,"Mean Girls","#2 color vote for May, suggested by Warhawk!",meangirls_color.png,image_file,https://www.patreon.com/posts/mean-girls-19267498,2018-06-05T17:56:06.000+00:00
617,19290481,Aurora,"#3 Color vote for May, suggested by SiliconCarbide!<p> Zen and Kat enjoy the cool night air.</p>",aurora_color.png,image_file,https://www.patreon.com/posts/aurora-19290481,2018-06-06T18:11:31.000+00:00
618,19311119,"No Need For Pillows","#4 color vote for May! Suggested by Thomas!",nouseforpillows_color.png,image_file,https://www.patreon.com/posts/no-need-for-19311119,2018-06-07T17:31:20.000+00:00
619,19333261,"Kid Keith and Puptani","Finally, the #5 Color vote for May! Suggested by TheStooge!",puppytani_color.png,image_file,https://www.patreon.com/posts/kid-keith-and-19333261,2018-06-08T18:30:17.000+00:00
620,19390781,"A Bit Too Much","Kat's overindulged a little, suggested by TorqueEmUp!<p><img data-media-id=""9668245"" src=""https://c10.patreonusercontent.com/4/patreon-media/p/post/19390781/4908c9fdede64150abf32093447f3ee5/eyJwIjoxfQ%3D%3D/1.png?token-time=1697068800&token-hash=kZ20bKV5VhZov6428dDV37pzvIojqe4fZh7nhBHaKwg%3D""></p><p><br></p>",abittoomuch.png,image_file,https://www.patreon.com/posts/bit-too-much-19390781,2018-06-11T19:25:35.000+00:00
621,19404567,"Colin Snuggling","Sam naps on her giant puppy, suggested by iliar!",colinsnuggle.png,image_file,https://www.patreon.com/posts/colin-snuggling-19404567,2018-06-12T16:00:01.000+00:00
622,19433960,"Drinking Distraction","Zen caught peaking, suggested by TheStooge!<p>Tangentially related to this sketch: <a href=""https://www.patreon.com/posts/bit-too-much-19390781"">https://www.patreon.com/posts/bit-too-much-19390781</a></p>",drinksanddistraction.png,image_file,https://www.patreon.com/posts/drinking-19433960,2018-06-13T19:55:29.000+00:00
623,19452371,"Guess Who's Coming to Dinner","Therie and Daniels are back, this time to meet the parents, suggested by Heresy!",guesswhoscomingtodinner.png,image_file,https://www.patreon.com/posts/guess-whos-to-19452371,2018-06-14T18:19:03.000+00:00
624,19472045,"Cat Potion","Sealeen tried brewing a potion of Cat's Reflexes. It made her more cat-like than she was expecting. Suggested by Menke!<p>Design inspired by Nyna of <a href=""http://ai.katbox.net"" rel=""nofollow noopener"" target=""_blank"">Artificial Incident</a>.</p>",catpotion.png,image_file,https://www.patreon.com/posts/cat-potion-19472045,2018-06-15T18:39:49.000+00:00
625,19491020,"Squirrel Rider","Diplomat Sythe performing the classic Akira slide on a giant Attack Nibbly, suggested by Dadrobit!",nibblyslide.png,image_file,https://www.patreon.com/posts/squirrel-rider-19491020,2018-06-16T20:05:26.000+00:00
626,19507358,"Mirror of Art Styles Past","A strange mirror to a simpler time, suggested by Bespin!<p><img data-media-id=""9769285"" src=""https://c10.patreonusercontent.com/4/patreon-media/p/post/19507358/687a9e1812ed4bbebcd102e8b5f6655b/eyJwIjoxfQ%3D%3D/1.png?token-time=1697068800&token-hash=TIjud62rGjBhhIOAqbSCqPNpEC3OKGTrXumvLNV44HI%3D""></p><p><br></p>",stylestylemirror.png,image_file,https://www.patreon.com/posts/mirror-of-art-19507358,2018-06-17T19:46:25.000+00:00
627,19523022,"Daniels & Therie - Father's Day","Meeting Therie's family, suggested by FennexTheFox and ChiefJumpingFox!",theriefathersday.png,image_file,https://www.patreon.com/posts/daniels-therie-19523022,2018-06-18T15:15:20.000+00:00
628,19545975,"Adira Daki","An... A-<em>daki-</em>ra, if you will. Suggested by Heresy &amp; Toidwkns!",snowmomma_daki.png,image_file,https://www.patreon.com/posts/adira-daki-19545975,2018-06-19T16:48:06.000+00:00
629,19570287,"Cat in a Tree","Flora needs help getting down, suggested by Terra The Wizard!",inatree.png,image_file,https://www.patreon.com/posts/cat-in-tree-19570287,2018-06-20T19:07:26.000+00:00
630,19591891,"Scarlet Shopping Day","A sequel to <a href=""https://www.patreon.com/posts/fem-fur-for-red-15078946"">Fem Fur For Red</a>. A transformed Red reluctantly goes clothes shopping with Raine, suggested by GoldGardian!<p>Also a callback to the sketch <a href=""https://www.patreon.com/posts/kathrins-7960672"">Kathrin's Boutique</a>.</p>",femfurred_shopping.png,image_file,https://www.patreon.com/posts/scarlet-shopping-19591891,2018-06-21T19:33:24.000+00:00
631,19609941,"Suggestion Reading","The characters react to suggestions, suggested by Wyvern088!",suggestionreading.png,image_file,https://www.patreon.com/posts/suggestion-19609941,2018-06-22T16:48:47.000+00:00
632,19629500,"Dog Potion","Sequel to <a href=""https://www.patreon.com/posts/19472045"">Cat Potion</a>, Landen ends up as another test subject via tampered coffee, suggested by Tony1695!",dogpotion.png,image_file,https://www.patreon.com/posts/dog-potion-19629500,2018-06-23T18:20:07.000+00:00
633,19647131,"Daniels & Therie - Escape","Daniels and Therie with child, suggested by Calvin-Skye!",danielsandtherie_escape.png,image_file,https://www.patreon.com/posts/daniels-therie-19647131,2018-06-24T18:51:13.000+00:00
634,19665261,"Sleepy Kat","Kat in an oversized shirt and socks, suggested by unsteddy!",sleepykat.png,image_file,https://www.patreon.com/posts/sleepy-kat-19665261,2018-06-25T16:33:17.000+00:00
635,19691582,"Peeping Reed","( Patreon's decided to suspend the blog pending review. I am in the process of appealing &amp; I hope the people there are reasonable. In the meantime, thank you for your patience. As some of you know, I recently lost a niece. This week's been a difficult time, but I hope it's over soon. Don't lose hope! )<p>Lt Reed finds more than she bargained for trying to discover what's going on between Flora and Trace, suggested by WereKeidran!</p>",spying.png,image_file,https://www.patreon.com/posts/peeping-reed-19691582,2018-06-26T20:47:47.000+00:00
636,19709509,"Raine Mad","Raine smash! Suggested by Supahbuzzer!",rainemad.png,image_file,https://www.patreon.com/posts/raine-mad-19709509,2018-06-27T17:16:58.000+00:00
637,19731041,"Just a Drawing of Flora","Flora shouting to herself, suggested by InTheLionsDen!",invisibletrace.png,image_file,https://www.patreon.com/posts/just-drawing-of-19731041,2018-06-28T16:55:59.000+00:00
638,19749677,"Drunk Eric","Ever been so drunk you hit on your own adopted sister? I'm sure there's an anime like that out there. Suggested by Bespin!",ericdrunk.png,image_file,https://www.patreon.com/posts/drunk-eric-19749677,2018-06-29T14:12:50.000+00:00
639,19772559,"Goth Laura","Laura, wearing more black than usual, suggested by Hunter117x!",gothlaura.png,image_file,https://www.patreon.com/posts/goth-laura-19772559,2018-06-30T15:59:30.000+00:00
640,19793729,"Courting the King","Natani has eyes on Adelaide, suggested by ScPilot!",hitontheking.png,image_file,https://www.patreon.com/posts/courting-king-19793729,2018-07-01T16:00:01.000+00:00
641,19817257,"Daniels & Therie - Escape","#1 Color Vote for June!<p>Daniels and Therie with child, suggested by Calvin-Skye!</p>",danielsandtherie_escape_color.png,image_file,https://www.patreon.com/posts/daniels-therie-19817257,2018-07-02T16:26:22.000+00:00
642,19841524,"Adira Daki","#2 Color Vote for June, suggested by Heresy &amp; Toidwkns!<p>Can't say I'm too surprised about this one! Maybe I should make this an actual pillow... ;D</p>",snowmomma_daki_color.png,image_file,https://www.patreon.com/posts/adira-daki-19841524,2018-07-03T17:03:36.000+00:00
643,19862377,"Guess Who's Coming for Dinner","#3 Color Vote for June!<p><a href=""https://www.patreon.com/posts/hands-on-17783226"">[Previous]</a> <a href=""https://www.patreon.com/posts/daniels-therie-19817257"">[Next]</a> </p>",guesswhoscomingtodinner.png,image_file,https://www.patreon.com/posts/guess-whos-for-19862377,2018-07-04T17:01:00.000+00:00
644,19864595,"Squirrel Rider","#4 Color Vote for June!",nibblyslide_color.png,image_file,https://www.patreon.com/posts/squirrel-rider-19864595,2018-07-05T16:00:59.000+00:00
645,19864626,"Scarlet Shopping Day","#5 Color Vote for June!<p>A sequel to <a href=""https://www.patreon.com/posts/fem-fur-for-red-15078946"">Fem Fur For Red</a>. A transformed Red reluctantly goes clothes shopping with Raine, suggested by GoldGardian!</p><p>Also a callback to the sketch <a href=""https://www.patreon.com/posts/kathrins-7960672"">Kathrin's Boutique</a>.</p>",femfurred_shopping_color.png,image_file,https://www.patreon.com/posts/scarlet-shopping-19864626,2018-07-06T16:01:00.000+00:00
646,19864693,"Making Friends","Nora Card color sponsored by CrRAR!",makingfriends.png,image_file,https://www.patreon.com/posts/making-friends-19864693,2018-07-07T16:00:59.000+00:00
647,19865025,"Raine Rose AU","Nora Card sponsored by Marshallmelon!<p>An alternate timeline where Raine was raised by Rose. Sketch originally suggested by Warhawk!</p>",raineroseau.png,image_file,https://www.patreon.com/posts/raine-rose-au-19865025,2018-07-08T16:01:00.000+00:00
648,19865145,"Humanoid Nora - Bedroom","Nora Card sponsored by iliar!",norahuman.png,image_file,https://www.patreon.com/posts/humanoid-nora-19865145,2018-07-09T16:01:00.000+00:00
649,19982768,"Flying Squirrel","Wingsuit Nibbly and Princess Reni flying together, suggested by ThingsAreFlying!<p>(Sketched outside of stream due to convention)</p>",flyingsquirrel.png,image_file,https://www.patreon.com/posts/flying-squirrel-19982768,2018-07-10T16:10:39.000+00:00
650,20010926,"In Another Life","An Alternate Universe where Laura and Keith stayed together and had kids, suggested by Prosepro7!",anotherlife.png,image_file,https://www.patreon.com/posts/in-another-life-20010926,2018-07-11T21:24:22.000+00:00
651,20029772,"Busty Reni 2: Island Boogaloo","Reni gets the Islander Basitin treatment, and Eric has his own interpretation, suggested by Fencequalizer!",busyreni2.png,image_file,https://www.patreon.com/posts/busty-reni-2-20029772,2018-07-12T19:13:27.000+00:00
652,20030240,"Doomguy & Daisy","The Marine from Doom and his pet bunny, Daisy.<p>Random warm-up sketch. I saw a drawing of an anthro version of her the other day and said to myself ""I could draw that!"" So I did!</p>",doomdaisy.png,image_file,https://www.patreon.com/posts/doomguy-daisy-20030240,2018-07-12T22:00:01.000+00:00
653,20057015,"Justice Card","Justice is blind... and stripe-y. Suggested by SpazztasticKiwi!",justice.png,image_file,https://www.patreon.com/posts/justice-card-20057015,2018-07-14T01:10:45.000+00:00
654,20073727,"Maid Clovis","Clovis dressed in a maid outfit, suggested by Quinn Auer!",maidclovis.png,image_file,https://www.patreon.com/posts/maid-clovis-20073727,2018-07-15T00:06:11.000+00:00
655,20084279,"Flora, Trust Me","It's Flora! Who else would it be? Suggested by Ron Overdrive!",floratrustme.png,image_file,https://www.patreon.com/posts/flora-trust-me-20084279,2018-07-15T15:59:38.000+00:00
656,20105162,"Clovis Bad Dream","Clovis has a nightmare involving his right-hand man, Brutus, suggested by GoldGardian!",clovisbaddream.png,image_file,https://www.patreon.com/posts/clovis-bad-dream-20105162,2018-07-16T16:20:25.000+00:00
657,20105206,"Winter Sun Bathing","The best time to own the beach - in winter! Adira (and Maeve) suggested by Heresy!",adirapinup.png,image_file,https://www.patreon.com/posts/winter-sun-20105206,2018-07-17T16:00:00.000+00:00
658,20105249,"Shower Keith","Keith in the shower, suggested by MoppyPuppy!",showerkeith.png,image_file,https://www.patreon.com/posts/shower-keith-20105249,2018-07-18T16:00:01.000+00:00
659,20105330,"Fellow Wolf","Two completely normal wolves, suggested by Elosan!",fellowwolf.png,image_file,https://www.patreon.com/posts/fellow-wolf-20105330,2018-07-19T16:00:02.000+00:00
660,20105341,"Kat and Zen in Bed","Kat and Zen caught in bed together, suggested by SiliconCarbide!",zenandkatinbed.png,image_file,https://www.patreon.com/posts/kat-and-zen-in-20105341,2018-07-20T16:00:01.000+00:00
661,20105354,"Poolside Reni","Reni goes snorkling, suggested by Kamaro12!",poolreni.png,image_file,https://www.patreon.com/posts/poolside-reni-20105354,2018-07-21T16:00:01.000+00:00
662,20105370,"Prom Raine","(Alternate Universe) Raine goes to prom with a younger Zen, suggested by MarvtheHugPharaoh! Euchre disapproves.",promraine.png,image_file,https://www.patreon.com/posts/prom-raine-20105370,2018-07-22T16:00:01.000+00:00
663,20269521,"Magic Stick","A young Reni shows off one of the first magical artifacts she's collected, suggested by Menke!",firstmagicitem.png,image_file,https://www.patreon.com/posts/magic-stick-20269521,2018-07-23T18:22:08.000+00:00
664,20319845,"Twokinds Jazz Club","Raine, Sythe, and Mrs Nibbly perform some jazz, suggested by Vatruvius!",twokindsjazzclub.png,image_file,https://www.patreon.com/posts/twokinds-jazz-20319845,2018-07-26T00:22:11.000+00:00
665,20346017,"Tomb Raider Kathrin","Finally getting her chance to explore the world! Kathrin dressed as Lara Croft, suggested by SomeOtherTom!",Katlara.png,image_file,https://www.patreon.com/posts/tomb-raider-20346017,2018-07-27T04:41:04.000+00:00
666,20357795,"Pet Colin","Sam can finally reach Colin, suggested by Kav2k!<p>Sequel to <a href=""https://www.patreon.com/posts/tall-doggo-14774647"">Tall Doggo</a>.</p>",petthedog.png,image_file,https://www.patreon.com/posts/pet-colin-20357795,2018-07-27T19:27:55.000+00:00
667,20414662,"Tomb Raider Kathrin","#1 Color Vote for July!",Katlara_color.png,image_file,https://www.patreon.com/posts/tomb-raider-20414662,2018-07-30T17:40:44.000+00:00
668,20437500,"In Another Life","#2 Color Vote for July, suggested by ProsePro7!",anotherlife_color.png,image_file,https://www.patreon.com/posts/in-another-life-20437500,2018-07-31T16:33:07.000+00:00
669,20465084,"Winter Sun Bathing","#3 Color Vote for July!",adirapinup_color.png,image_file,https://www.patreon.com/posts/winter-sun-20465084,2018-08-01T17:27:40.000+00:00
670,20496634,"Shower Keith","#4 Color Vote for July!",P3cN2SvpZnzSv3cMcfbqfTO6H-wUq5PgrE2ngGklHRMsjGEmkZQMdEz0u4Uucm9L.png,image_file,https://www.patreon.com/posts/shower-keith-20496634,2018-08-02T18:30:44.000+00:00
671,20523022,"Maid Clovis","#5 Color Vote for July! Suggested by Quinn Auer!",SngjmnCyvfzTcj35r4u2zMjMq4JwI1STYrE78RQ9ag0nAsjiayRhBWaVxsyZnX7T.png,image_file,https://www.patreon.com/posts/maid-clovis-20523022,2018-08-03T17:27:21.000+00:00
672,20545463,"Umbrella For Two","Nora Card sponsored by <strong>SiliconCarbide</strong>! <a href=""https://www.patreon.com/posts/umbrella-for-two-17998094"">Original sketch</a> suggested by Sunstab.<p>50th Nora Card Get!</p>",umbrella4two.png,image_file,https://www.patreon.com/posts/umbrella-for-two-20545463,2018-08-04T17:12:54.000+00:00
673,20589439,"Fidget Cute","A warm-up sketch of Fidget trying to be cute. Don't fall for it!<p>Fidget is a character from the game <a href=""https://store.steampowered.com/app/236090/Dust_An_Elysian_Tail/"" rel=""nofollow noopener"" target=""_blank"">Dust: An Elysian Tail</a>.</p>",fidgetcute.png,image_file,https://www.patreon.com/posts/fidget-cute-20589439,2018-08-06T18:17:45.000+00:00
674,20591300,"Traditional Tiger Date","Trace and Flora spend a romantic day in the wild together, suggested by FennexTheFox!<p>Patreon Only due to butt :V</p>",tigerdate.png,image_file,https://www.patreon.com/posts/traditional-date-20591300,2018-08-06T19:38:55.000+00:00
675,20591705,"Fox Dragon","Laura is transformed into a majestic noodle dragon! Suggested by CrimsonHelsing!",foxdragon.png,image_file,https://www.patreon.com/posts/fox-dragon-20591705,2018-08-07T16:01:00.000+00:00
676,20591772,"Snow Leopard Village","A couple of human explorers encounter an isolated but friendly Snow Leopard colony, and is offered a guide in the form of the chief's son. Suggested by BluePhantom90!",snowleopardvillage.png,image_file,https://www.patreon.com/posts/snow-leopard-20591772,2018-08-08T16:01:00.000+00:00
677,20659692,"Shower for Two","Natani joins Keith in the shower. Neither seem to mind. Suggested by Takahri!",showerfortwo.png,image_file,https://www.patreon.com/posts/shower-for-two-20659692,2018-08-09T20:26:24.000+00:00
678,20661233,"Clumsy Ghost Laura","Talk about running into someone. Laura possesses Natani, suggested by Tony1695!",LaurahijacksNatani.png,image_file,https://www.patreon.com/posts/clumsy-ghost-20661233,2018-08-11T20:43:29.000+00:00
679,20661600,"Ikea Masters","Natani and Zen expertly put together some furniture, suggested by Quinn Auer!",ikea.png,image_file,https://www.patreon.com/posts/ikea-masters-20661600,2018-08-10T18:00:56.000+00:00
680,20661638,"Shower Natani","Natani's turn for a solo showering experience - expectation, and hung-over reality. Suggested by Kryp7ic!",showernatani.png,image_file,https://www.patreon.com/posts/shower-natani-20661638,2018-08-12T17:36:58.000+00:00
681,20737677,"Lightsaber Battle","Clovis vs Natani, suggested by TerraTheWizard!",jedibattle.png,image_file,https://www.patreon.com/posts/lightsaber-20737677,2018-08-13T18:27:05.000+00:00
682,20770431,"Posing Mike","Kat assists Eric in getting Mike's best side, suggested by Pretorian!",mikeheart.png,image_file,https://www.patreon.com/posts/posing-mike-20770431,2018-08-15T16:54:09.000+00:00
683,20800015,"Snowy Bathhouse","Revisiting the snow leopard village for more... cultural research! Suggested by Kcyrre!",snowybathhouse.png,image_file,https://www.patreon.com/posts/snowy-bathhouse-20800015,2018-08-16T17:10:43.000+00:00
684,20821851,"WWII Pinup Rose","Rose in the style of a military pinup, suggested by Thirdkind!",pinuprose.png,image_file,https://www.patreon.com/posts/wwii-pinup-rose-20821851,2018-08-17T18:14:25.000+00:00
685,20839628,"Assassin Chef","Natani and Keith cooking, suggested by OnlyHereForTheRule!<p><br></p><p>Alternate ending:</p><p><img data-media-id=""11022700"" src=""https://c10.patreonusercontent.com/4/patreon-media/p/post/20839628/ce340344d9a744f285adf7fc10706c7a/eyJwIjoxfQ%3D%3D/1.png?token-time=1697068800&token-hash=a9M_RPEXbrwDBWXKeeGNAkpiHNUQJXks_c5h1uLLDBA%3D""></p><p><br></p>",cooking1.png,image_file,https://www.patreon.com/posts/assassin-chef-20839628,2018-08-18T18:03:58.000+00:00
686,20858431,"Maddie & Maeve Dine Out","Restaurant cuddling, suggested by ElvenHunter84!",maeveandmaddie.png,image_file,https://www.patreon.com/posts/maddie-maeve-out-20858431,2018-08-19T19:47:08.000+00:00
687,20879434,"A Lot on Your Mind","Zen reacts to the uninvited guests, suggested by SemiDemiGod.",crowdedmind.png,image_file,https://www.patreon.com/posts/lot-on-your-mind-20879434,2018-08-20T20:47:09.000+00:00
688,20905449,"Human Kathrin","<p>Probably a little breezier without fur. Suggested by ATPA9!</p>",humankat.png,image_file,https://www.patreon.com/posts/human-kathrin-20905449,2018-08-22T00:38:27.000+00:00
689,20922267,"Money Tiger Momma","Flora's mom learns who the baby's daddy is, and imagines the prestige it might bring her clan to have a rich Templar in the family. Human gold is still gold... Suggested by CrimsonHelsing!",mommoney.png,image_file,https://www.patreon.com/posts/money-tiger-20922267,2018-08-22T20:09:43.000+00:00
690,20943461,"Dinner Date Dragon","Human accommodations are a little cramped. Suggested by MrEase!",dinnerdragon.png,image_file,https://www.patreon.com/posts/dinner-date-20943461,2018-08-23T20:06:02.000+00:00
